hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
측,鹿,1144,0,0.307767,0.923302,646,7,0.725452,0.483635,0x00E9B9BF,0x00E9B9BF
츤,渠,555,0,0.219834,0.637518,,,,,0x00E6B8A0,
츨,鋸,559,0,0.307767,0.637518,,,,,0x00E98BB8,
츰,漁,560,0,0.329751,0.637518,,,,,0x00E6BC81,
츱,禦,561,0,0.351734,0.637518,,,,,0x00E7A6A6,
츳,亨,563,0,0.395701,0.637518,,,,,0x00E4BAA8,
층,奇,458,0,0.06595,0.593552,238,4,0.725452,0.644846,0x00E5A587,0x00E5A587
치,越,154,0,0.307767,0.439668,73,3,0,0.56424,0x00E8B68A,0x00E8B68A
칙,処,1295,1,0.659502,0,735,8,0.161212,0.161212,0x00E587A6,0x00E587A6
친,警,716,0,0.791402,0.703469,392,5,0.56424,0.725452,0x00E8ADA6,0x00E8ADA6
칟,享,564,0,0.417684,0.637518,,,,,0x00E4BAAB,
칠,残,1071,0,0.681485,0.879336,599,7,0.806058,0.161212,0x00E6AE8B,0x00E6AE8B
칡,僑,568,0,0.505618,0.637518,,,,,0x00E58391,
침,況,588,0,0.945286,0.637518,322,5,0.725452,0.241817,0x00E6B381,0x00E6B381
칩,兇,569,0,0.527601,0.637518,,,,,0x00E58587,
칫,匡,574,0,0.637518,0.637518,,,,,0x00E58CA1,
칭,午,818,0,0.06595,0.769419,460,6,0.241817,0.241817,0x00E58D88,0x00E58D88
카,陰,97,0,0.043967,0.417684,46,3,0.725452,0.322423,0x00E999B0,0x00E999B0
칵,卿,575,0,0.659502,0.637518,,,,,0x00E58DBF,
칸,叫,576,0,0.681485,0.637518,,,,,0x00E58FAB,
칼,喧,745,0,0.439668,0.725452,415,5,0.483635,0.886663,0x00E596A7,0x00E596A7
캄,喬,577,0,0.703469,0.637518,,,,,0x00E596AC,
캅,峡,579,0,0.747435,0.637518,,,,,0x00E5B3A1,
캇,彊,581,0,0.791402,0.637518,,,,,0x00E5BD8A,
캉,矯,591,0,0.021983,0.659502,,,,,0x00E79FAF,
캐,空,650,0,0.329751,0.681485,358,5,0.725452,0.483635,0x00E7A9BA,0x00E7A9BA
캑,蕎,595,0,0.109917,0.659502,,,,,0x00E8958E,
캔,饗,599,0,0.197851,0.659502,,,,,0x00E9A597,
캘,尭,603,0,0.285784,0.659502,,,,,0x00E5B0AD,
캠,桐,610,0,0.439668,0.659502,,,,,0x00E6A190,
캡,粁,611,0,0.461651,0.659502,,,,,0x00E7B281,
캣,勤,613,0,0.505618,0.659502,,,,,0x00E58BA4,
캤,巾,615,0,0.549585,0.659502,,,,,0x00E5B7BE,
캥,錦,616,0,0.571568,0.659502,,,,,0x00E98CA6,
캬,斤,617,0,0.593552,0.659502,,,,,0x00E696A4,
캭,欣,618,0,0.615535,0.659502,,,,,0x00E6ACA3,
컁,欽,619,0,0.637518,0.659502,,,,,0x00E6ACBD,
커,久,526,0,0.571568,0.615535,280,5,0.241817,0,0x00E4B985,0x00E4B985
컥,琴,620,0,0.659502,0.659502,,,,,0x00E790B4,
컨,港,880,0,0.439668,0.791402,488,6,0.56424,0.403029,0x00E6B8AF,0x00E6B8AF
컫,禽,622,0,0.703469,0.659502,,,,,0x00E7A6BD,
컬,共,571,0,0.571568,0.637518,311,5,0.806058,0.161212,0x00E585B1,0x00E585B1
컴,臭,1236,0,0.351734,0.967269,704,7,0.56424,0.886663,0x00E887AD,0x00E887AD
컵,芹,625,0,0.769419,0.659502,,,,,0x00E88AB9,
컷,治,1132,0,0.043967,0.923302,641,7,0.322423,0.483635,0x00E6B2BB,0x00E6B2BB
컸,菌,626,0,0.791402,0.659502,,,,,0x00E88F8C,
컹,衿,627,0,0.813385,0.659502,,,,,0x00E8A1BF,
케,階,295,0,0.439668,0.505618,160,4,0.241817,0.161212,0x00E99A8E,0x00E99A8E
켁,襟,628,0,0.835369,0.659502,,,,,0x00E8A59F,
켄,肩,763,0,0.835369,0.725452,426,6,0.403029,0,0x00E882A9,0x00E882A9
켈,倶,635,0,0,0.681485,,,,,0x00E580B6,
켐,区,637,0,0.043967,0.681485,,,,,0x00E58CBA,
켑,狗,638,0,0.06595,0.681485,,,,,0x00E78B97,
켓,玖,639,0,0.087934,0.681485,,,,,0x00E78E96,
켕,矩,640,0,0.109917,0.681485,,,,,0x00E79FA9,
켜,軍,678,0,0.945286,0.681485,371,5,0.806058,0.56424,0x00E8BB8D,0x00E8BB8D
켠,躯,642,0,0.153884,0.681485,,,,,0x00E8BAAF,
켤,駈,644,0,0.197851,0.681485,,,,,0x00E9A788,
켬,虞,648,0,0.285784,0.681485,,,,,0x00E8999E,
켭,寓,652,0,0.373718,0.681485,,,,,0x00E5AF93,
켯,櫛,656,0,0.461651,0.681485,,,,,0x00E6AB9B,
켰,釧,657,0,0.483635,0.681485,,,,,0x00E987A7,
켱,屑,658,0,0.505618,0.681485,,,,,0x00E5B191,
켸,沓,662,0,0.593552,0.681485,,,,,0x00E6B293,
코,歌,235,0,0.109917,0.483635,120,3,0.886663,0.806058,0x00E6AD8C,0x00E6AD8C
콕,靴,663,0,0.615535,0.681485,,,,,0x00E99DB4,
콘,簡,419,0,0.197851,0.571568,216,4,0.886663,0.483635,0x00E7B0A1,0x00E7B0A1
콜,轡,664,0,0.637518,0.681485,,,,,0x00E8BDA1,
콤,系,706,0,0.571568,0.703469,387,5,0.161212,0.725452,0x00E7B3BB,0x00E7B3BB
콥,窪,665,0,0.659502,0.681485,,,,,0x00E7AAAA,
콧,上,1386,1,0.681485,0.043967,783,8,0.161212,0.483635,0x00E4B88A,0x00E4B88A
콩,熊,666,0,0.681485,0.681485,,,,,0x00E7868A,
콰,隈,667,0,0.703469,0.681485,,,,,0x00E99A88,
콱,粂,668,0,0.725452,0.681485,,,,,0x00E7B282,
콴,栗,669,0,0.747435,0.681485,,,,,0x00E6A097,
콸,桑,671,0,0.791402,0.681485,,,,,0x00E6A191,
쾀,鍬,672,0,0.813385,0.681485,,,,,0x00E98DAC,
쾅,薫,675,0,0.879336,0.681485,,,,,0x00E896AB,
쾌,災,991,0,0.901319,0.835369,557,6,0.322423,0.886663,0x00E781BD,0x00E781BD
쾡,郡,679,0,0.967269,0.681485,,,,,0x00E983A1,
쾨,卦,680,0,0,0.703469,,,,,0x00E58DA6,
쾰,祁,682,0,0.043967,0.703469,,,,,0x00E7A581,
쿄,秋,1232,0,0.263801,0.967269,701,7,0.322423,0.886663,0x00E7A78B,0x00E7A78B
쿠,音,216,0,0.681485,0.461651,107,3,0.806058,0.725452,0x00E99FB3,0x00E99FB3
쿡,刑,685,0,0.109917,0.703469,,,,,0x00E58891,
쿤,圭,688,0,0.175867,0.703469,,,,,0x00E59CAD,
쿨,珪,689,0,0.197851,0.703469,,,,,0x00E78FAA,
쿰,慶,695,0,0.329751,0.703469,,,,,0x00E685B6,
쿱,慧,696,0,0.351734,0.703469,,,,,0x00E685A7,
쿳,憩,697,0,0.373718,0.703469,,,,,0x00E686A9,
쿵,桂,702,0,0.483635,0.703469,,,,,0x00E6A182,
쿼,畦,704,0,0.527601,0.703469,,,,,0x00E795A6,
퀀,稽,705,0,0.549585,0.703469,,,,,0x00E7A8BD,
퀄,受,1214,0,0.857352,0.945286,688,7,0.241817,0.806058,0x00E58F97,0x00E58F97
퀑,罫,710,0,0.659502,0.703469,,,,,0x00E7BDAB,
퀘,茎,711,0,0.681485,0.703469,,,,,0x00E88C8E,
퀭,荊,712,0,0.703469,0.703469,,,,,0x00E88D8A,
퀴,蛍,713,0,0.725452,0.703469,,,,,0x00E89B8D,
퀵,詣,715,0,0.769419,0.703469,,,,,0x00E8A9A3,
퀸,頚,718,0,0.835369,0.703469,,,,,0x00E9A09A,
퀼,鯨,722,0,0.923302,0.703469,,,,,0x00E9AFA8,
큄,戟,724,0,0.967269,0.703469,,,,,0x00E6889F,
큅,訣,736,0,0.241817,0.725452,,,,,0x00E8A8A3,
큇,倹,739,0,0.307767,0.725452,,,,,0x00E580B9,
큉,券,743,0,0.395701,0.725452,,,,,0x00E588B8,
큐,習,1235,0,0.329751,0.967269,703,7,0.483635,0.886663,0x00E7BF92,0x00E7BF92
큔,圏,746,0,0.461651,0.725452,,,,,0x00E59C8F,
큘,憲,750,0,0.549585,0.725452,,,,,0x00E686B2,
큠,懸,751,0,0.571568,0.725452,,,,,0x00E687B8,
크,岡,201,0,0.351734,0.461651,99,3,0.161212,0.725452,0x00E5B2A1,0x00E5B2A1
큭,捲,753,0,0.615535,0.725452,,,,,0x00E68DB2,
큰,軽,717,0,0.813385,0.703469,393,5,0.644846,0.725452,0x00E8BBBD,0x00E8BBBD
클,更,872,0,0.263801,0.791402,486,6,0.403029,0.403029,0x00E69BB4,0x00E69BB4
큼,四,1080,0,0.879336,0.879336,604,7,0.241817,0.241817,0x00E59B9B,0x00E59B9B
큽,硯,760,0,0.769419,0.725452,,,,,0x00E7A1AF,
킁,絹,761,0,0.791402,0.725452,,,,,0x00E7B5B9,
키,沿,167,0,0.593552,0.439668,80,3,0.56424,0.56424,0x00E6B2BF,0x00E6B2BF
킥,県,762,0,0.813385,0.725452,,,,,0x00E79C8C,
킨,幻,777,0,0.153884,0.747435,436,6,0.241817,0.080606,0x00E5B9BB,0x00E5B9BB
킬,腰,935,0,0.659502,0.813385,521,6,0.322423,0.644846,0x00E885B0,0x00E885B0
킴,謙,765,0,0.879336,0.725452,,,,,0x00E8AC99,
킵,減,779,0,0.197851,0.747435,438,6,0.403029,0.080606,0x00E6B89B,0x00E6B89B
킷,軒,767,0,0.923302,0.725452,,,,,0x00E8BB92,
킹,顕,771,0,0.021983,0.747435,,,,,0x00E9A195,
타,嘘,114,0,0.417684,0.417684,55,3,0.483635,0.403029,0x00E59898,0x00E59898
탁,京,565,0,0.439668,0.637518,307,5,0.483635,0.161212,0x00E4BAAC,0x00E4BAAC
탄,殺,1041,0,0.021983,0.879336,584,7,0.56424,0.080606,0x00E6AEBA,0x00E6AEBA
탈,携,699,0,0.417684,0.703469,383,5,0.806058,0.644846,0x00E690BA,0x00E690BA
탉,鹸,773,0,0.06595,0.747435,,,,,0x00E9B9B8,
탐,混,955,0,0.109917,0.835369,534,6,0.403029,0.725452,0x00E6B7B7,0x00E6B7B7
탑,絃,783,0,0.285784,0.747435,,,,,0x00E7B583,
탓,舷,784,0,0.307767,0.747435,,,,,0x00E888B7,
탔,諺,786,0,0.351734,0.747435,,,,,0x00E8ABBA,
탕,講,901,0,0.901319,0.791402,499,6,0.483635,0.483635,0x00E8AC9B,0x00E8AC9B
태,悦,152,0,0.263801,0.439668,71,3,0.806058,0.483635,0x00E682A6,0x00E682A6
택,轄,360,0,0.879336,0.527601,187,4,0.483635,0.322423,0x00E8BD84,0x00E8BD84
탠,乎,788,0,0.395701,0.747435,,,,,0x00E4B98E,
탤,姑,793,0,0.505618,0.747435,,,,,0x00E5A791,
탬,拠,553,0,0.175867,0.637518,301,5,0,0.161212,0x00E68BA0,0x00E68BA0
탭,丈,1387,1,0.703469,0.043967,784,8,0.241817,0.483635,0x00E4B888,0x00E4B888
탯,庫,796,0,0.571568,0.747435,,,,,0x00E5BAAB,
탰,弧,797,0,0.593552,0.747435,,,,,0x00E5BCA7,
탱,枯,800,0,0.659502,0.747435,,,,,0x00E69EAF,
탸,湖,801,0,0.681485,0.747435,,,,,0x00E6B996,
턍,狐,802,0,0.703469,0.747435,,,,,0x00E78B90,
터,会,270,0,0.879336,0.483635,141,4,0.644846,0,0x00E4BC9A,0x00E4BC9A
턱,糊,803,0,0.725452,0.747435,,,,,0x00E7B38A,
턴,袴,804,0,0.747435,0.747435,,,,,0x00E8A2B4,
털,股,805,0,0.769419,0.747435,,,,,0x00E882A1,
턺,菰,807,0,0.813385,0.747435,,,,,0x00E88FB0,
텀,跨,810,0,0.879336,0.747435,,,,,0x00E8B7A8,
텁,鈷,811,0,0.901319,0.747435,,,,,0x00E988B7,
텃,鼓,814,0,0.967269,0.747435,,,,,0x00E9BC93,
텄,呉,819,0,0.087934,0.769419,,,,,0x00E59189,
텅,梧,825,0,0.219834,0.769419,,,,,0x00E6A2A7,
테,起,486,0,0.681485,0.593552,256,4,0.241817,0.806058,0x00E8B5B7,0x00E8B5B7
텍,剣,744,0,0.417684,0.725452,414,5,0.403029,0.886663,0x00E589A3,0x00E589A3
텐,項,911,0,0.1319,0.813385,505,6,0,0.56424,0x00E9A085,0x00E9A085
텔,檎,826,0,0.241817,0.769419,,,,,0x00E6AA8E,
템,虎,808,0,0.835369,0.747435,453,6,0.644846,0.161212,0x00E8998E,0x00E8998E
텝,瑚,827,0,0.263801,0.769419,,,,,0x00E7919A,
텟,碁,828,0,0.285784,0.769419,,,,,0x00E7A281,
텡,醐,832,0,0.373718,0.769419,,,,,0x00E98690,
텨,傾,684,0,0.087934,0.703469,374,5,0.080606,0.644846,0x00E582BE,0x00E582BE
텬,乞,833,0,0.395701,0.769419,,,,,0x00E4B99E,
텼,鯉,834,0,0.417684,0.769419,,,,,0x00E9AF89,
톄,佼,836,0,0.461651,0.769419,,,,,0x00E4BDBC,
톈,侯,837,0,0.483635,0.769419,,,,,0x00E4BEAF,
토,謁,153,0,0.285784,0.439668,72,3,0.886663,0.483635,0x00E8AC81,0x00E8AC81
톡,候,838,0,0.505618,0.769419,,,,,0x00E58099,
톤,魂,959,0,0.197851,0.835369,535,6,0.483635,0.725452,0x00E9AD82,0x00E9AD82
톨,倖,839,0,0.527601,0.769419,,,,,0x00E58096,
톰,勾,844,0,0.637518,0.769419,,,,,0x00E58BBE,
톱,厚,845,0,0.659502,0.769419,,,,,0x00E58E9A,
톳,后,848,0,0.725452,0.769419,,,,,0x00E5908E,
통,掛,344,0,0.527601,0.527601,182,4,0.080606,0.322423,0x00E68E9B,0x00E68E9B
톺,坑,850,0,0.769419,0.769419,,,,,0x00E59D91,
톼,垢,851,0,0.791402,0.769419,,,,,0x00E59EA2,
퇀,孔,853,0,0.835369,0.769419,,,,,0x00E5AD94,
퇘,孝,854,0,0.857352,0.769419,,,,,0x00E5AD9D,
퇴,権,755,0,0.659502,0.725452,421,6,0,0,0x00E6A8A9,0x00E6A8A9
퇸,宏,855,0,0.879336,0.769419,,,,,0x00E5AE8F,
툇,巧,857,0,0.923302,0.769419,,,,,0x00E5B7A7,
툉,巷,858,0,0.945286,0.769419,,,,,0x00E5B7B7,
툐,庚,861,0,0.021983,0.791402,,,,,0x00E5BA9A,
투,凹,185,0,0,0.461651,89,3,0.322423,0.644846,0x00E587B9,0x00E587B9
툭,康,862,0,0.043967,0.791402,,,,,0x00E5BAB7,
툰,弘,863,0,0.06595,0.791402,,,,,0x00E5BC98,
툴,恒,864,0,0.087934,0.791402,,,,,0x00E68192,
툼,昂,870,0,0.219834,0.791402,,,,,0x00E69882,
툽,晃,871,0,0.241817,0.791402,,,,,0x00E69983,
툿,杭,873,0,0.285784,0.791402,,,,,0x00E69DAD,
퉁,左,965,0,0.329751,0.835369,538,6,0.725452,0.725452,0x00E5B7A6,0x00E5B7A6
퉈,校,874,0,0.307767,0.791402,,,,,0x00E6A0A1,
퉜,梗,875,0,0.329751,0.791402,,,,,0x00E6A297,
퉤,江,877,0,0.373718,0.791402,,,,,0x00E6B19F,
튀,字,1125,0,0.879336,0.901319,636,7,0.886663,0.403029,0x00E5AD97,0x00E5AD97
튁,洪,878,0,0.395701,0.791402,,,,,0x00E6B4AA,
튄,浩,879,0,0.417684,0.791402,,,,,0x00E6B5A9,
튈,溝,881,0,0.461651,0.791402,,,,,0x00E6BA9D,
튐,稿,885,0,0.549585,0.791402,,,,,0x00E7A8BF,
튑,糠,886,0,0.571568,0.791402,,,,,0x00E7B3A0,
튕,紘,888,0,0.615535,0.791402,,,,,0x00E7B498,
튜,句,636,0,0.021983,0.681485,351,5,0.161212,0.483635,0x00E58FA5,0x00E58FA5
튠,綱,890,0,0.659502,0.791402,,,,,0x00E7B6B1,
튤,耕,891,0,0.681485,0.791402,,,,,0x00E88095,
튬,秀,1231,0,0.241817,0.967269,700,7,0.241817,0.886663,0x00E7A780,0x00E7A780
튱,肱,894,0,0.747435,0.791402,,,,,0x00E882B1,
트,炎,169,0,0.637518,0.439668,82,3,0.725452,0.56424,0x00E7828E,0x00E7828E
특,飲,92,0,0.923302,0.395701,45,3,0.644846,0.322423,0x00E9A3B2,0x00E9A3B2
튼,札,1040,0,0,0.879336,583,7,0.483635,0.080606,0x00E69CAD,0x00E69CAD
튿,腔,895,0,0.769419,0.791402,,,,,0x00E88594,
틀,甲,882,0,0.483635,0.791402,489,6,0.644846,0.403029,0x00E794B2,0x00E794B2
틂,航,897,0,0.813385,0.791402,,,,,0x00E888AA,
틈,牽,756,0,0.681485,0.725452,422,6,0.080606,0,0x00E789BD,0x00E789BD
틉,衡,900,0,0.879336,0.791402,,,,,0x00E8A1A1,
틋,購,903,0,0.945286,0.791402,,,,,0x00E8B3BC,
틔,鉱,906,0,0.021983,0.813385,,,,,0x00E989B1,
틘,砿,907,0,0.043967,0.813385,,,,,0x00E7A0BF,
틜,閤,909,0,0.087934,0.813385,,,,,0x00E996A4,
틤,鴻,914,0,0.197851,0.813385,,,,,0x00E9B4BB,
틥,壕,919,0,0.307767,0.813385,,,,,0x00E5A395,
티,棺,406,0,0.901319,0.549585,207,4,0.161212,0.483635,0x00E6A3BA,0x00E6A3BA
틱,収,1222,0,0.043967,0.967269,693,7,0.644846,0.806058,0x00E58F8E,0x00E58F8E
틴,植,1413,1,0.285784,0.06595,798,8,0.403029,0.56424,0x00E6A48D,0x00E6A48D
틸,飾,1411,1,0.241817,0.06595,797,8,0.322423,0.56424,0x00E9A3BE,0x00E9A3BE
팀,沙,968,0,0.395701,0.835369,541,6,0,0.806058,0x00E6B299,0x00E6B299
팁,拷,920,0,0.329751,0.813385,,,,,0x00E68BB7,
팃,濠,921,0,0.351734,0.813385,,,,,0x00E6BFA0,
팅,擦,1039,0,0.967269,0.857352,582,7,0.403029,0.080606,0x00E693A6,0x00E693A6
파,窺,109,0,0.307767,0.417684,53,3,0.322423,0.403029,0x00E7AABA,0x00E7AABA
팍,麹,924,0,0.417684,0.813385,,,,,0x00E9BAB9,
팎,克,925,0,0.439668,0.813385,,,,,0x00E5858B,
판,建,749,0,0.527601,0.725452,418,5,0.725452,0.886663,0x00E5BBBA,0x00E5BBBA
팔,恵,694,0,0.307767,0.703469,381,5,0.644846,0.644846,0x00E681B5,0x00E681B5
팖,鵠,931,0,0.571568,0.813385,,,,,0x00E9B5A0,
팜,漉,934,0,0.637518,0.813385,,,,,0x00E6BC89,
팝,甑,936,0,0.681485,0.813385,,,,,0x00E79491,
팟,狛,940,0,0.769419,0.813385,,,,,0x00E78B9B,
팠,坤,946,0,0.901319,0.813385,,,,,0x00E59DA4,
팡,墾,947,0,0.923302,0.813385,,,,,0x00E5A2BE,
팥,婚,948,0,0.945286,0.813385,,,,,0x00E5A99A,
패,堪,391,0,0.571568,0.549585,197,4,0.322423,0.403029,0x00E5A0AA,0x00E5A0AA
팩,宗,1224,0,0.087934,0.967269,695,7,0.806058,0.806058,0x00E5AE97,0x00E5AE97
팬,懇,950,0,0,0.835369,,,,,0x00E68787,
팰,梱,954,0,0.087934,0.835369,,,,,0x00E6A2B1,
팸,痕,956,0,0.1319,0.835369,,,,,0x00E79795,
팹,紺,957,0,0.153884,0.835369,,,,,0x00E7B4BA,
팻,艮,958,0,0.175867,0.835369,,,,,0x00E889AE,
팼,叉,962,0,0.263801,0.835369,,,,,0x00E58F89,
팽,唆,963,0,0.285784,0.835369,,,,,0x00E59486,
퍄,嵯,964,0,0.307767,0.835369,,,,,0x00E5B5AF,
퍅,瑳,969,0,0.417684,0.835369,,,,,0x00E791B3,
퍼,献,758,0,0.725452,0.725452,424,6,0.241817,0,0x00E78CAE,0x00E78CAE
퍽,坐,974,0,0.527601,0.835369,,,,,0x00E59D90,
펀,挫,976,0,0.571568,0.835369,,,,,0x00E68CAB,
펄,債,977,0,0.593552,0.835369,,,,,0x00E582B5,
펌,妻,983,0,0.725452,0.835369,,,,,0x00E5A6BB,
펍,宰,984,0,0.747435,0.835369,,,,,0x00E5AEB0,
펏,栽,988,0,0.835369,0.835369,,,,,0x00E6A0BD,
펐,犀,993,0,0.945286,0.835369,,,,,0x00E78A80,
펑,斎,997,0,0.043967,0.857352,,,,,0x00E6968E,
페,規,483,0,0.615535,0.593552,253,4,0,0.806058,0x00E8A68F,0x00E8A68F
펙,察,1036,0,0.901319,0.857352,580,7,0.241817,0.080606,0x00E5AF9F,0x00E5AF9F
펜,剤,1003,0,0.175867,0.857352,,,,,0x00E589A4,
펠,冴,1008,0,0.285784,0.857352,,,,,0x00E586B4,
펨,坂,1009,0,0.307767,0.857352,,,,,0x00E59D82,
펩,阪,1010,0,0.329751,0.857352,,,,,0x00E998AA,
펫,堺,1011,0,0.351734,0.857352,,,,,0x00E5A0BA,
펭,榊,1012,0,0.373718,0.857352,,,,,0x00E6A68A,
펴,勝,1318,1,0.175867,0.021983,748,8,0.241817,0.241817,0x00E58B9D,0x00E58B9D
편,下,217,0,0.703469,0.461651,108,3,0.886663,0.725452,0x00E4B88B,0x00E4B88B
펼,償,1317,1,0.153884,0.021983,747,8,0.161212,0.241817,0x00E5849F,0x00E5849F
폄,肴,1013,0,0.395701,0.857352,,,,,0x00E882B4,
폅,崎,1015,0,0.439668,0.857352,,,,,0x00E5B48E,
폈,埼,1016,0,0.461651,0.857352,,,,,0x00E59FBC,
평,嬉,459,0,0.087934,0.593552,239,4,0.806058,0.644846,0x00E5AC89,0x00E5AC89
폐,写,1173,0,0.945286,0.923302,659,7,0.806058,0.56424,0x00E58699,0x00E58699
폘,碕,1017,0,0.483635,0.857352,,,,,0x00E7A295,
폡,鷺,1018,0,0.505618,0.857352,,,,,0x00E9B7BA,
폣,咋,1021,0,0.571568,0.857352,,,,,0x00E5928B,
포,海,287,0,0.263801,0.505618,154,4,0.725452,0.080606,0x00E6B5B7,0x00E6B5B7
폭,凝,602,0,0.263801,0.659502,333,5,0.644846,0.322423,0x00E5879D,0x00E5879D
폰,陥,434,0,0.527601,0.571568,224,4,0.56424,0.56424,0x00E999A5,0x00E999A5
폴,修,1227,0,0.153884,0.967269,697,7,0,0.886663,0x00E4BFAE,0x00E4BFAE
폼,朔,1024,0,0.637518,0.857352,,,,,0x00E69C94,
폽,柵,1025,0,0.659502,0.857352,,,,,0x00E69FB5,
폿,窄,1026,0,0.681485,0.857352,,,,,0x00E7AA84,
퐁,錯,1029,0,0.747435,0.857352,,,,,0x00E98CAF,
퐈,鮭,1031,0,0.791402,0.857352,,,,,0x00E9AEAD,
퐝,笹,1032,0,0.813385,0.857352,,,,,0x00E7ACB9,
푀,匙,1033,0,0.835369,0.857352,,,,,0x00E58C99,
푄,刷,1035,0,0.879336,0.857352,,,,,0x00E588B7,
표,往,188,0,0.06595,0.461651,92,3,0.56424,0.644846,0x00E5BE80,0x00E5BE80
푠,撮,1038,0,0.945286,0.857352,,,,,0x00E692AE,
푤,薩,1042,0,0.043967,0.879336,,,,,0x00E896A9,
푭,皐,1044,0,0.087934,0.879336,,,,,0x00E79A90,
푯,鯖,1045,0,0.109917,0.879336,,,,,0x00E9AF96,
푸,忽,937,0,0.703469,0.813385,522,6,0.403029,0.644846,0x00E5BFBD,0x00E5BFBD
푹,鮫,1048,0,0.175867,0.879336,,,,,0x00E9AEAB,
푼,皿,1049,0,0.197851,0.879336,,,,,0x00E79ABF,
푿,惨,1055,0,0.329751,0.879336,,,,,0x00E683A8,
풀,散,1057,0,0.373718,0.879336,593,7,0.322423,0.161212,0x00E695A3,0x00E695A3
풂,撒,1056,0,0.351734,0.879336,,,,,0x00E69292,
품,効,843,0,0.615535,0.769419,473,6,0.322423,0.322423,0x00E58AB9,0x00E58AB9
풉,桟,1058,0,0.395701,0.879336,,,,,0x00E6A19F,
풋,述,1273,1,0.175867,0,726,8,0.403029,0.080606,0x00E8BFB0,0x00E8BFB0
풍,魚,562,0,0.373718,0.637518,306,5,0.403029,0.161212,0x00E9AD9A,0x00E9AD9A
풔,燦,1059,0,0.417684,0.879336,,,,,0x00E787A6,
풩,珊,1060,0,0.439668,0.879336,,,,,0x00E78F8A,
퓌,纂,1063,0,0.505618,0.879336,,,,,0x00E7BA82,
퓐,蚕,1064,0,0.527601,0.879336,,,,,0x00E89A95,
퓔,酸,1067,0,0.593552,0.879336,,,,,0x00E985B8,
퓜,餐,1068,0,0.615535,0.879336,,,,,0x00E9A490,
퓟,暫,1070,0,0.659502,0.879336,,,,,0x00E69AAB,
퓨,仔,1073,0,0.725452,0.879336,,,,,0x00E4BB94,
퓬,伺,1074,0,0.747435,0.879336,,,,,0x00E4BCBA,
퓰,史,1078,0,0.835369,0.879336,,,,,0x00E58FB2,
퓸,嗣,1079,0,0.857352,0.879336,,,,,0x00E597A3,
퓻,孜,1093,0,0.175867,0.901319,,,,,0x00E5AD9C,
퓽,斯,1094,0,0.197851,0.901319,,,,,0x00E696AF,
프,皆,290,0,0.329751,0.505618,157,4,0,0.161212,0x00E79A86,0x00E79A86
픈,旨,1096,0,0.241817,0.901319,,,,,0x00E697A8,
플,危,454,0,0.967269,0.571568,234,4,0.403029,0.644846,0x00E58DB1,0x00E58DB1
픔,枝,1097,0,0.263801,0.901319,,,,,0x00E69E9D,
픕,氏,1100,0,0.329751,0.901319,,,,,0x00E6B08F,
픗,獅,1101,0,0.351734,0.901319,,,,,0x00E78D85,
피,果,233,0,0.06595,0.483635,119,3,0.806058,0.806058,0x00E69E9C,0x00E69E9C
픽,昏,951,0,0.021983,0.835369,531,6,0.161212,0.725452,0x00E6988F,0x00E6988F
핀,祉,1102,0,0.373718,0.901319,,,,,0x00E7A589,
필,犠,501,0,0.021983,0.615535,266,4,0.080606,0.886663,0x00E78AA0,0x00E78AA0
핌,脂,1108,0,0.505618,0.901319,,,,,0x00E88482,
핍,詩,1112,0,0.593552,0.901319,,,,,0x00E8A9A9,
핏,誌,1114,0,0.637518,0.901319,,,,,0x00E8AA8C,
핑,紫,1106,0,0.461651,0.901319,623,7,0.806058,0.322423,0x00E7B4AB,0x00E7B4AB
하,圧,22,0,0.373718,0.373718,7,3,0.483635,0.080606,0x00E59CA7,0x00E59CA7
학,在,1004,0,0.197851,0.857352,567,7,0.161212,0,0x00E59CA8,0x00E59CA8
한,易,56,0,0.1319,0.395701,24,3,0.886663,0.161212,0x00E69893,0x00E69893
할,横,192,0,0.153884,0.461651,95,3,0.806058,0.644846,0x00E6A8AA,0x00E6A8AA
핥,諮,1115,0,0.659502,0.901319,,,,,0x00E8ABAE,
함,基,457,0,0.043967,0.593552,237,4,0.644846,0.644846,0x00E59FBA,0x00E59FBA
합,王,195,0,0.219834,0.461651,97,3,0,0.725452,0x00E78E8B,0x00E78E8B
핫,謝,1182,0,0.153884,0.945286,664,7,0.241817,0.644846,0x00E8AC9D,0x00E8AC9D
항,官,394,0,0.637518,0.549585,199,4,0.483635,0.403029,0x00E5AE98,0x00E5AE98
해,井,71,0,0.461651,0.395701,34,3,0.725452,0.241817,0x00E4BA95,0x00E4BA95
핵,飼,1119,0,0.747435,0.901319,,,,,0x00E9A3BC,
핸,児,1124,0,0.857352,0.901319,,,,,0x00E58590,
핼,寺,1126,0,0.901319,0.901319,,,,,0x00E5AFBA,
햄,滋,1131,0,0.021983,0.923302,,,,,0x00E6BB8B,
햅,爾,1133,0,0.06595,0.923302,,,,,0x00E788BE,
햇,七,1152,0,0.483635,0.923302,649,7,0,0.56424,0x00E4B883,0x00E4B883
했,火,237,0,0.153884,0.483635,122,3,0.080606,0.886663,0x00E781AB,0x00E781AB
